cliente,servico,review,sentimento_modelo,sentimento
Cliente_026,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_148,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_192,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_104,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_010,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_067,Streaming,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_152,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_005,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_195,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_186,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_027,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_113,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_015,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_163,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_105,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_181,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_044,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_026,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_175,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_162,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_095,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_178,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_084,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_140,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_132,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_087,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_176,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_183,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_112,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_129,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_089,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_066,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_158,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_131,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_122,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_149,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_084,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_177,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_116,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_190,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_116,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_038,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_143,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_110,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_180,Streaming,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_046,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
Cliente_025,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_021,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_121,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_122,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_133,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_070,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_113,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_107,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_112,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_108,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_047,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_196,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_091,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_018,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_149,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_104,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_151,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_192,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_195,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_040,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_138,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_089,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_180,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_200,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_061,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_192,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_005,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_122,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_181,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_055,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_037,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
Cliente_056,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
Cliente_187,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_102,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_093,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_197,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_073,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_059,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_002,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_193,Internet,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_104,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_188,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_051,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_030,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_011,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_108,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_076,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_167,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_090,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_123,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_200,Internet,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_191,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_192,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_189,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_125,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_182,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_122,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_094,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_103,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_186,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_184,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_162,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_031,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_052,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_089,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_076,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_129,Internet,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_183,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_022,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_040,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_101,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_111,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_129,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_065,Nuvem,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_191,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_182,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_170,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_149,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_079,Internet,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_022,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_166,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_099,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_008,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_190,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_175,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_017,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_017,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_090,Streaming,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_141,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_145,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_166,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_081,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_078,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_173,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_006,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_163,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_110,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_014,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_072,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_189,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_143,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_054,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_027,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_013,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_159,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_163,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_060,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_006,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_197,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_058,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_049,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_151,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_162,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_026,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_047,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_005,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_020,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_134,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_198,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_059,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_192,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_146,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_132,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_017,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_014,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_013,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_135,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_128,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_044,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_119,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_143,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_019,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_063,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_163,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_081,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_163,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_147,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_148,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_100,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_163,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_160,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_122,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_176,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_044,Telefone,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_104,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_152,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_061,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_125,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_145,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_071,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_107,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_050,TV,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_065,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_099,Telefone,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_032,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_164,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_141,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_198,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_058,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_128,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_142,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_165,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_112,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_068,Telefone,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_040,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_187,Streaming,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_144,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_190,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_132,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_173,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_090,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_028,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_096,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_194,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_031,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_003,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_136,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_024,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_015,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_171,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_159,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_045,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_194,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_008,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_071,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_108,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_115,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_103,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_125,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_057,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_030,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_146,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_114,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_197,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_117,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_167,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_060,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_098,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_171,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_126,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_173,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_151,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
