cliente,servico,review
Cliente_115,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_147,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_109,Telefone,Estou gostando bastante do serviço.
Cliente_188,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_199,TV,O app poderia ser mais rápido.
Cliente_047,Streaming,Atendimento cordial e sem enrolação.
Cliente_071,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_154,Telefone,Atendimento demorado e ineficiente.
Cliente_040,Streaming,"Muito lento, sempre com problemas."
Cliente_133,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_149,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_132,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_023,Internet,Péssimo! Nunca mais contrato.
Cliente_106,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_084,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_143,Internet,Nota 10! Melhor experiência que já tive.
Cliente_116,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_109,TV,O app poderia ser mais rápido.
Cliente_136,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_041,Internet,Funcionou perfeitamente durante a viagem.
Cliente_112,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_147,TV,O app poderia ser mais rápido.
Cliente_112,Telefone,Nunca consigo falar com o suporte.
Cliente_103,TV,Nota 10! Melhor experiência que já tive.
Cliente_046,TV,Estou muito insatisfeito com o serviço.
Cliente_156,TV,"O sinal cai toda hora, não gosto."
Cliente_068,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_122,Internet,Atendimento cordial e sem enrolação.
Cliente_015,Telefone,Atendimento cordial e sem enrolação.
Cliente_165,Internet,Funciona na maior parte do tempo.
Cliente_129,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_195,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_111,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_024,Internet,O app poderia ser mais rápido.
Cliente_027,Streaming,O app poderia ser mais rápido.
Cliente_040,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_191,Streaming,Funciona na maior parte do tempo.
Cliente_189,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_164,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_024,Internet,O app poderia ser mais rápido.
Cliente_024,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_004,Internet,Equipe super preparada e educada.
Cliente_067,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_034,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_185,Internet,Nota 10! Melhor experiência que já tive.
Cliente_177,Telefone,"Cobrança correta, sem surpresas."
Cliente_181,Streaming,O atendimento poderia ser melhor.
Cliente_116,Streaming,Equipe super preparada e educada.
Cliente_023,Streaming,Atendimento demorado e ineficiente.
Cliente_109,TV,"Fui muito bem atendido, recomendo!"
Cliente_069,Telefone,Atendimento rápido e eficiente.
Cliente_095,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_181,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_062,Fibra Óptica,Não resolve meu problema nunca.
Cliente_169,Streaming,Nunca consigo falar com o suporte.
Cliente_057,Streaming,Equipe super preparada e educada.
Cliente_188,Telefone,Atendimento demorado e ineficiente.
Cliente_054,Internet,Atendimento rápido e eficiente.
Cliente_070,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_101,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_057,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_138,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_168,Nuvem,O app poderia ser mais rápido.
Cliente_135,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_103,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_166,Nuvem,O atendimento poderia ser melhor.
Cliente_085,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_061,Nuvem,"Muito lento, sempre com problemas."
Cliente_003,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_128,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_179,Telefone,Equipe super preparada e educada.
Cliente_086,Nuvem,O atendimento poderia ser melhor.
Cliente_047,TV,Nota 10! Melhor experiência que já tive.
Cliente_196,Internet,Atendimento demorado e ineficiente.
Cliente_076,Internet,Não resolve meu problema nunca.
Cliente_038,TV,Estou muito insatisfeito com o serviço.
Cliente_164,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_169,Internet,"Cobrança correta, sem surpresas."
Cliente_197,Streaming,Estou muito insatisfeito com o serviço.
Cliente_141,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_087,Streaming,Atendimento demorado e ineficiente.
Cliente_058,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_050,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_030,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_190,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_101,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_025,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_112,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_155,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_179,Fibra Óptica,Não resolve meu problema nunca.
Cliente_185,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_126,Streaming,"O sinal cai toda hora, não gosto."
Cliente_123,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_047,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_118,Telefone,Péssimo suporte ao cliente.
Cliente_039,Telefone,Não resolve meu problema nunca.
Cliente_016,Streaming,Estou muito insatisfeito com o serviço.
Cliente_022,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_054,Nuvem,Ainda estou avaliando o serviço.
Cliente_149,Internet,"Fui muito bem atendido, recomendo!"
Cliente_200,Nuvem,Atendimento cordial e sem enrolação.
Cliente_016,Fibra Óptica,Equipe super preparada e educada.
Cliente_059,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_031,TV,"Cobrança correta, sem surpresas."
Cliente_170,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_032,Streaming,Atendimento cordial e sem enrolação.
Cliente_187,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_162,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_009,Internet,Nota 10! Melhor experiência que já tive.
Cliente_139,Streaming,Nunca consigo falar com o suporte.
Cliente_010,TV,"Quero cancelar, só dor de cabeça."
Cliente_017,Internet,Nota 10! Melhor experiência que já tive.
Cliente_068,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_048,Telefone,Péssimo suporte ao cliente.
Cliente_180,Telefone,Péssimo! Nunca mais contrato.
Cliente_111,Telefone,Atendimento rápido e eficiente.
Cliente_153,Streaming,Poderiam oferecer mais opções.
Cliente_123,Nuvem,Poderiam oferecer mais opções.
Cliente_149,Internet,O app poderia ser mais rápido.
Cliente_101,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_102,Nuvem,Péssimo suporte ao cliente.
Cliente_065,Telefone,Nunca consigo falar com o suporte.
Cliente_191,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_051,Internet,Estou gostando bastante do serviço.
Cliente_036,Internet,Atendimento cordial e sem enrolação.
Cliente_081,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_127,TV,Ainda estou avaliando o serviço.
Cliente_088,Streaming,"O sinal cai toda hora, não gosto."
Cliente_194,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_104,Streaming,Atendimento cordial e sem enrolação.
Cliente_015,Streaming,Péssimo suporte ao cliente.
Cliente_096,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_167,Fibra Óptica,Não resolve meu problema nunca.
Cliente_123,Streaming,O app poderia ser mais rápido.
Cliente_198,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_001,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_151,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_122,Fibra Óptica,Equipe super preparada e educada.
Cliente_167,TV,Nunca consigo falar com o suporte.
Cliente_126,Streaming,"Experiência comum, igual a outras empresas."
Cliente_057,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_081,Internet,Atendimento rápido e eficiente.
Cliente_162,Internet,"Cobrança correta, sem surpresas."
Cliente_169,Telefone,"Experiência comum, igual a outras empresas."
Cliente_073,Streaming,Estou gostando bastante do serviço.
Cliente_141,Telefone,Nunca consigo falar com o suporte.
Cliente_070,TV,"Serviço comum, nem bom nem ruim."
Cliente_006,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_084,Telefone,Atendimento rápido e eficiente.
Cliente_052,Internet,Atendimento demorado e ineficiente.
Cliente_003,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_081,TV,Estou gostando bastante do serviço.
Cliente_063,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_049,Internet,Nunca consigo falar com o suporte.
Cliente_076,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_112,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_175,Streaming,O app poderia ser mais rápido.
Cliente_109,Nuvem,Péssimo suporte ao cliente.
Cliente_183,Nuvem,Atendimento rápido e eficiente.
Cliente_192,Streaming,Estou gostando bastante do serviço.
Cliente_065,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_081,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_195,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_015,TV,Péssimo! Nunca mais contrato.
Cliente_100,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_032,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_096,Internet,Não resolve meu problema nunca.
Cliente_128,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_196,Telefone,"Muito lento, sempre com problemas."
Cliente_146,TV,"Muito lento, sempre com problemas."
Cliente_113,Fibra Óptica,O atendimento poderia ser melhor.
Cliente_083,Streaming,O app poderia ser mais rápido.
Cliente_043,Streaming,Não resolve meu problema nunca.
Cliente_116,TV,"Quero cancelar, só dor de cabeça."
Cliente_163,Telefone,Nunca consigo falar com o suporte.
Cliente_078,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_058,Fibra Óptica,Equipe super preparada e educada.
Cliente_033,Nuvem,Péssimo! Nunca mais contrato.
Cliente_014,Internet,Poderiam oferecer mais opções.
Cliente_162,Streaming,Não resolve meu problema nunca.
Cliente_189,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_132,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_059,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_157,Telefone,Péssimo suporte ao cliente.
Cliente_083,Internet,Atendimento rápido e eficiente.
Cliente_134,Fibra Óptica,O atendimento poderia ser melhor.
Cliente_121,TV,"Fui muito bem atendido, recomendo!"
Cliente_177,Streaming,Estou gostando bastante do serviço.
Cliente_168,Nuvem,Péssimo! Nunca mais contrato.
Cliente_083,TV,Estou gostando bastante do serviço.
Cliente_193,Streaming,Equipe super preparada e educada.
Cliente_197,Telefone,Nunca consigo falar com o suporte.
Cliente_027,Internet,Atendimento demorado e ineficiente.
Cliente_080,Internet,"Muito lento, sempre com problemas."
Cliente_134,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_013,TV,"O sinal cai toda hora, não gosto."
Cliente_064,Nuvem,Equipe super preparada e educada.
Cliente_190,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_147,Streaming,"Cobrança correta, sem surpresas."
Cliente_080,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_123,Internet,Equipe super preparada e educada.
Cliente_043,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_089,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_148,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_095,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_196,Streaming,"O sinal cai toda hora, não gosto."
Cliente_172,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_151,TV,"Quero cancelar, só dor de cabeça."
Cliente_002,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_120,Streaming,"O sinal cai toda hora, não gosto."
Cliente_022,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_115,Nuvem,O app poderia ser mais rápido.
Cliente_057,Streaming,Não resolve meu problema nunca.
Cliente_072,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_007,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_184,Nuvem,Péssimo! Nunca mais contrato.
Cliente_119,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_195,Streaming,Estou gostando bastante do serviço.
Cliente_114,Internet,Atendimento rápido e eficiente.
Cliente_016,Internet,Atendimento cordial e sem enrolação.
Cliente_083,Telefone,Equipe super preparada e educada.
Cliente_179,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_072,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_124,Nuvem,Atendimento demorado e ineficiente.
Cliente_113,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_012,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_126,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_053,TV,Péssimo! Nunca mais contrato.
Cliente_075,Internet,Equipe super preparada e educada.
Cliente_133,TV,"Experiência comum, igual a outras empresas."
Cliente_027,TV,Atendimento demorado e ineficiente.
Cliente_140,Internet,O atendimento poderia ser melhor.
Cliente_145,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_134,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_097,TV,Equipe super preparada e educada.
Cliente_005,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_057,TV,O app poderia ser mais rápido.
Cliente_156,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_078,Nuvem,Atendimento rápido e eficiente.
Cliente_069,Nuvem,"Cobrança correta, sem surpresas."
Cliente_118,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_120,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_059,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_033,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_062,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_050,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_112,Telefone,Poderiam oferecer mais opções.
Cliente_019,Nuvem,Equipe super preparada e educada.
Cliente_197,TV,O atendimento poderia ser melhor.
Cliente_123,Internet,"Quero cancelar, só dor de cabeça."
Cliente_194,TV,"Muito lento, sempre com problemas."
Cliente_047,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_167,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_196,Telefone,Atendimento demorado e ineficiente.
Cliente_033,Fibra Óptica,Equipe super preparada e educada.
Cliente_141,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_084,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_182,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_135,Streaming,Nunca consigo falar com o suporte.
Cliente_079,Internet,"É um serviço ok, cumpre o que promete."
Cliente_014,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_147,Nuvem,Nunca consigo falar com o suporte.
Cliente_128,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_054,Telefone,Funciona na maior parte do tempo.
Cliente_148,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_029,Telefone,"Experiência comum, igual a outras empresas."
Cliente_024,Streaming,"O sinal cai toda hora, não gosto."
Cliente_082,Telefone,"Experiência comum, igual a outras empresas."
Cliente_063,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_105,Internet,Poderiam oferecer mais opções.
Cliente_057,Nuvem,Péssimo! Nunca mais contrato.
Cliente_136,Streaming,O app poderia ser mais rápido.
Cliente_062,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_157,Fibra Óptica,O app poderia ser mais rápido.
Cliente_017,TV,Funcionou perfeitamente durante a viagem.
Cliente_066,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_006,Telefone,Estou gostando bastante do serviço.
Cliente_058,Internet,Péssimo suporte ao cliente.
Cliente_069,Telefone,"O sinal cai toda hora, não gosto."
Cliente_156,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_062,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_169,Internet,Equipe super preparada e educada.
Cliente_197,TV,"Fui muito bem atendido, recomendo!"
Cliente_082,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_169,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_177,TV,"Cobrança correta, sem surpresas."
Cliente_177,Telefone,"Muito lento, sempre com problemas."
Cliente_071,Internet,"Serviço comum, nem bom nem ruim."
Cliente_131,Nuvem,"Cobrança correta, sem surpresas."
Cliente_010,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_098,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_089,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_035,Telefone,"Muito lento, sempre com problemas."
Cliente_002,Internet,Nota 10! Melhor experiência que já tive.
Cliente_124,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_024,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_074,TV,Nota 10! Melhor experiência que já tive.
Cliente_166,Telefone,Não resolve meu problema nunca.
Cliente_022,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_154,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_171,Fibra Óptica,Atendimento rápido e eficiente.
